DATE,DB,WB,Hour,Minute,Day,Weekend,Utility Subtotal,Scored Labels
3/18/2017 11:00:00 PM,36,33,23,1380,7,1,455.6000061,447.264801025391
12/5/2017 7:00:00 AM,53,49,7,420,3,0,300.1207275,251.502990722656
3/1/2017 8:00:00 PM,67,58,20,1200,4,0,366.3999939,404.352996826172
4/8/2017 3:00:00 PM,55,41,15,900,7,1,300.625,308.040893554688
7/16/2017 12:00:00 PM,84,69,12,720,1,1,809.5501099,804.577880859375
12/2/2017 1:00:00 PM,47,40,13,780,7,1,334.4293213,337.370025634766
11/24/2017 12:00:00 AM,37,31,0,0,6,0,259.8533325,286.375152587891
1/20/2017 11:00:00 PM,41,41,23,1380,6,0,285.7250061,266.717163085938
12/3/2017 10:00:00 PM,45,42,22,1320,1,1,318.4256287,302.936553955078
6/28/2017 5:00:00 AM,62,56,5,300,4,0,405.8999939,419.737609863281
7/3/2017 9:00:00 AM,81,67,9,540,2,0,673.7666626,644.904541015625
6/17/2017 9:00:00 AM,71,67,9,540,7,1,382.2999878,402.333801269531
10/12/2017 8:00:00 AM,57,55,8,480,5,0,398.2999878,403.193695068359
4/16/2017 10:00:00 AM,77,64,10,600,1,1,318.2000122,493.628570556641
1/15/2017 4:00:00 PM,38,32,16,960,1,1,250.875,243.238693237305
9/29/2017 4:00:00 AM,56,50,4,240,6,0,341.8999939,346.442138671875
8/30/2017 11:00:00 AM,73,61,11,660,4,0,650.5999756,644.238586425781
11/19/2017 8:00:00 AM,56,52,8,480,1,1,242.3000031,302.182006835938
11/21/2017 9:00:00 AM,47,41,9,540,3,0,326.7090149,357.590698242188
8/15/2017 7:00:00 AM,69,68,7,420,3,0,648.2000122,633.169189453125
4/4/2017 1:00:00 PM,46,46,13,780,3,0,430.2749939,537.763916015625
8/16/2017 9:00:00 PM,78,67,21,1260,4,0,700.5999756,703.2412109375
6/7/2017 9:00:00 AM,58,53,9,540,4,0,554.5999756,511.945159912109
3/20/2017 11:00:00 PM,45,36,23,1380,2,0,484.0249939,455.771942138672
8/3/2017 8:00:00 PM,78,70,20,1200,5,0,750,721.997436523438
5/28/2017 4:00:00 AM,59,58,4,240,1,1,288.3999939,292.312591552734
6/13/2017 8:00:00 PM,88,73,20,1200,3,0,556,649.186096191406
5/25/2017 8:00:00 PM,57,56,20,1200,5,0,324.2000122,332.373168945313
11/13/2017 12:00:00 AM,43,37,0,0,2,0,309,272.807037353516
5/17/2017 3:00:00 AM,66,56,3,180,4,0,384.1172485,364.042602539063
9/9/2017 10:00:00 PM,59,54,22,1320,7,1,382.1000061,384.846710205078
5/29/2017 7:00:00 PM,57,55,19,1140,2,0,291.7999878,291.404907226563
12/6/2017 11:00:00 AM,41,33,11,660,4,0,358.1720276,361.24951171875
11/23/2017 10:00:00 PM,38,32,22,1320,5,0,256.006012,245.125839233398
7/14/2017 10:00:00 AM,66,65,10,600,6,0,774.5356445,708.024169921875
8/14/2017 11:00:00 PM,74,69,23,1380,2,0,741.9000244,703.686584472656
11/28/2017 11:00:00 PM,52,48,23,1380,3,0,323.3502197,315.121704101563
4/1/2017 10:00:00 AM,41,38,10,600,7,1,506.1000061,529.138793945313
5/4/2017 9:00:00 AM,56,46,9,540,5,0,451.2999878,449.828063964844
8/4/2017 12:00:00 AM,75,69,0,0,6,0,725.5,725.575927734375
4/2/2017 8:00:00 AM,44,39,8,480,1,1,480.8500061,473.870880126953
9/3/2017 11:00:00 PM,65,61,23,1380,1,1,559.75,555.017395019531
3/3/2017 11:00:00 PM,25,19,23,1380,6,0,310.7000122,314.674407958984
5/22/2017 8:00:00 AM,55,53,8,480,2,0,333.9059143,334.977233886719
3/2/2017 12:00:00 AM,64,56,0,0,5,0,345.4249878,322.809051513672
11/14/2017 10:00:00 AM,42,38,10,600,3,0,323.2999878,338.738128662109
1/30/2017 11:00:00 AM,34,27,11,660,2,0,212.625,352.576965332031
10/2/2017 9:00:00 PM,62,55,21,1260,2,0,451.7000122,459.436279296875
9/10/2017 10:00:00 PM,63,55,22,1320,1,1,414,396.388397216797
1/6/2017 1:00:00 PM,33,27,13,780,6,0,334.125,374.359405517578
8/22/2017 11:00:00 PM,74,73,23,1380,3,0,802.5999756,766.587341308594
5/14/2017 8:00:00 AM,51,48,8,480,1,1,411.0305176,415.750030517578
12/8/2017 2:00:00 PM,38,30,14,840,6,0,370.5855713,350.727478027344
6/13/2017 5:00:00 PM,91,74,17,1020,3,0,664.7000122,685.234436035156
6/20/2017 9:00:00 PM,79,63,21,1260,3,0,443.2999878,428.154144287109
7/2/2017 3:00:00 AM,72,71,3,180,1,1,733.6937256,738.172485351563
11/24/2017 7:00:00 AM,36,31,7,420,6,0,259.4449463,259.974975585938
11/1/2017 7:00:00 PM,55,48,19,1140,4,0,328.6000061,347.321014404297
4/27/2017 12:00:00 PM,68,62,12,720,5,0,687.5999756,517.142822265625
5/22/2017 2:00:00 AM,56,51,2,120,2,0,336.3160706,328.910369873047
4/12/2017 12:00:00 PM,64,60,12,720,4,0,484,417.661041259766
5/12/2017 6:00:00 PM,54,48,18,1080,6,0,426.2947388,414.269958496094
5/27/2017 10:00:00 PM,63,59,22,1320,7,1,298.7000122,279.928833007813
1/24/2017 12:00:00 AM,36,36,0,0,3,0,283.8250122,292.973693847656
10/4/2017 8:00:00 PM,70,62,20,1200,4,0,490.1000061,490.973358154297
9/25/2017 4:00:00 PM,85,72,16,960,2,0,576,616.072387695313
5/5/2017 6:00:00 AM,52,50,6,360,6,0,451.2999878,460.634033203125
6/1/2017 3:00:00 PM,78,60,15,900,5,0,454.1000061,443.334777832031
6/19/2017 10:00:00 PM,70,69,22,1320,2,0,471.2000122,449.880004882813
11/11/2017 3:00:00 PM,37,28,15,900,7,1,325.7000122,330.369415283203
3/10/2017 5:00:00 AM,42,34,5,300,6,0,275.125,295.202270507813
8/3/2017 6:00:00 PM,79,71,18,1080,5,0,752.7999878,761.276489257813
3/9/2017 6:00:00 PM,55,41,18,1080,5,0,312.6499939,296.790893554688
6/1/2017 11:00:00 AM,74,64,11,660,5,0,466.1000061,465.125518798828
9/2/2017 10:00:00 AM,63,55,10,600,7,1,403.2799988,439.053253173828
9/16/2017 4:00:00 PM,79,72,16,960,7,1,528.2276611,541.676513671875
11/25/2017 6:00:00 AM,43,37,6,360,7,1,254.4932251,264.779571533203
8/30/2017 12:00:00 AM,61,60,0,0,4,0,580.2999878,597.113098144531
11/11/2017 2:00:00 AM,25,21,2,120,7,1,281.1000061,272.338745117188
8/5/2017 6:00:00 PM,75,63,18,1080,7,1,717.9819946,720.77001953125
9/5/2017 3:00:00 PM,84,74,15,900,3,0,733.2000122,809.173828125
1/29/2017 3:00:00 PM,42,32,15,900,1,1,283.5,285.237823486328
7/31/2017 11:00:00 PM,77,68,23,1380,2,0,688.7999878,703.833984375
11/16/2017 3:00:00 AM,53,48,3,180,5,0,239.3000031,248.58561706543
4/28/2017 5:00:00 PM,80,65,17,1020,6,0,519.5999756,526.62744140625
5/8/2017 5:00:00 PM,57,45,17,1020,2,0,451.2999878,442.258178710938
11/1/2017 5:00:00 PM,56,47,17,1020,4,0,350.8999939,345.348083496094
8/3/2017 8:00:00 AM,73,69,8,480,5,0,695.2000122,715.409118652344
9/23/2017 11:00:00 AM,81,66,11,660,7,1,411,421.900695800781
7/24/2017 9:00:00 PM,65,61,21,1260,2,0,628.5999756,614.673156738281
3/25/2017 2:00:00 AM,53,44,2,120,7,1,425.8250122,426.6669921875
11/22/2017 5:00:00 PM,44,38,17,1020,4,0,328.2648315,315.788482666016
8/3/2017 7:00:00 PM,78,70,19,1140,5,0,754.0999756,726.695983886719
10/19/2017 1:00:00 AM,60,52,1,60,5,0,325.3698425,342.335693359375
5/2/2017 10:00:00 PM,64,50,22,1320,3,0,451.2999878,450.965637207031
8/10/2017 1:00:00 PM,83,69,13,780,5,0,553.4539185,628.0224609375
11/16/2017 10:00:00 AM,52,49,10,600,5,0,334.2000122,336.895111083984
10/5/2017 3:00:00 AM,65,60,3,180,5,0,279.3999939,313.794006347656
11/3/2017 1:00:00 PM,73,63,13,780,6,0,499.7000122,488.705780029297
8/14/2017 10:00:00 AM,79,69,10,600,2,0,710.2000122,704.347290039063
8/19/2017 3:00:00 AM,73,72,3,180,7,1,781,800.110046386719
5/21/2017 7:00:00 PM,58,49,19,1140,1,1,339.1278992,337.043518066406
5/12/2017 12:00:00 PM,62,51,12,720,6,0,428.704895,423.449798583984
6/14/2017 7:00:00 AM,70,69,7,420,4,0,697.4000244,581.320556640625
12/8/2017 3:00:00 PM,37,29,15,900,6,0,382.9572754,360.823822021484
5/24/2017 6:00:00 PM,64,58,18,1080,4,0,378.7000122,343.853973388672
8/18/2017 4:00:00 PM,80,78,16,960,6,0,923.5,894.773376464844
7/10/2017 6:00:00 PM,80,70,18,1080,2,0,722.9000244,733.680114746094
5/21/2017 2:00:00 PM,65,50,14,840,1,1,341.1363525,353.87109375
6/5/2017 4:00:00 AM,59,58,4,240,2,0,291.2000122,344.6181640625
5/23/2017 2:00:00 AM,59,58,2,120,3,0,314.5,291.784484863281
10/19/2017 12:00:00 PM,69,55,12,720,5,0,484.7364502,489.951599121094
7/1/2017 12:00:00 AM,78,71,0,0,7,1,826.0365601,829.342224121094
7/15/2017 5:00:00 PM,82,69,17,1020,7,1,796.2446289,812.593811035156
3/31/2017 12:00:00 AM,44,39,0,0,6,0,492.375,502.743011474609
3/18/2017 6:00:00 PM,34,33,18,1080,7,1,497.7000122,488.706024169922
7/29/2017 8:00:00 AM,68,59,8,480,7,1,608,584.12109375
5/27/2017 8:00:00 PM,65,60,20,1200,7,1,293.5,308.739105224609
3/28/2017 2:00:00 AM,44,44,2,120,3,0,483.5750122,484.374664306641
11/6/2017 8:00:00 AM,63,61,8,480,2,0,345.3999939,386.890289306641
8/30/2017 3:00:00 AM,61,59,3,180,4,0,567,548.704650878906
4/5/2017 6:00:00 PM,53,49,18,1080,4,0,587.0999756,649.721374511719
4/2/2017 6:00:00 AM,41,37,6,360,1,1,449.625,452.182312011719
3/21/2017 6:00:00 AM,43,36,6,360,3,0,407.7749939,435.640350341797
4/5/2017 7:00:00 PM,47,45,19,1140,4,0,611.875,572.191162109375
6/15/2017 11:00:00 AM,74,61,11,660,5,0,435.2999878,466.1279296875
11/14/2017 6:00:00 AM,36,34,6,360,3,0,256.2000122,260.554138183594
2/28/2017 5:00:00 PM,53,51,17,1020,3,0,404.0249939,406.681701660156
11/1/2017 11:00:00 PM,59,55,23,1380,4,0,333.7000122,376.250549316406
1/26/2017 9:00:00 AM,47,44,9,540,5,0,297.2749939,347.603546142578
1/5/2017 3:00:00 AM,30,24,3,180,5,0,451.625,391.6787109375
10/13/2017 8:00:00 PM,63,59,20,1200,6,0,348.2000122,355.352081298828
7/9/2017 1:00:00 AM,73,64,1,60,1,1,641.2000122,630.828674316406
5/15/2017 8:00:00 PM,64,52,20,1200,2,0,396.5696411,388.573913574219
3/18/2017 1:00:00 AM,38,31,1,60,7,1,446.2250061,443.602874755859
3/25/2017 3:00:00 AM,52,44,3,180,7,1,405.0750122,414.804595947266
10/29/2017 12:00:00 PM,63,62,12,720,1,1,417,456.548278808594
7/6/2017 8:00:00 PM,73,65,20,1200,5,0,656,655.776428222656
8/26/2017 1:00:00 PM,76,59,13,780,7,1,593.4000244,611.955444335938
11/13/2017 5:00:00 PM,46,42,17,1020,2,0,373.1000061,375.949401855469
11/11/2017 9:00:00 PM,34,27,21,1260,7,1,318,326.607452392578
10/18/2017 2:00:00 PM,71,57,14,840,4,0,425.741333,414.359924316406
8/10/2017 7:00:00 AM,72,66,7,420,5,0,519.6234741,500.225280761719
5/30/2017 2:00:00 AM,56,54,2,120,3,0,283,301.745330810547
4/11/2017 10:00:00 AM,72,58,10,600,3,0,479.7000122,414.025421142578
9/21/2017 11:00:00 AM,79,69,11,660,5,0,517.7000122,512.436218261719
11/14/2017 2:00:00 PM,47,41,14,840,3,0,380.5,406.649536132813
9/23/2017 5:00:00 AM,69,60,5,300,7,1,364.5,367.944152832031
5/11/2017 11:00:00 PM,52,47,23,1380,5,0,433.9268799,428.884826660156
4/23/2017 5:00:00 PM,58,49,17,1020,1,1,322.3999939,336.101165771484
1/24/2017 2:00:00 PM,36,36,14,840,3,0,359.6600037,342.728881835938
5/5/2017 6:00:00 PM,59,58,18,1080,6,0,451.2999878,458.414611816406
5/13/2017 7:00:00 PM,46,45,19,1140,7,1,416.2524719,431.752990722656
11/3/2017 11:00:00 AM,70,63,11,660,6,0,497.6000061,454.7607421875
10/20/2017 4:00:00 PM,72,53,16,960,6,0,509.9010925,505.2978515625
5/28/2017 8:00:00 AM,63,60,8,480,1,1,294.2999878,286.590667724609
10/24/2017 6:00:00 PM,68,67,18,1080,3,0,520.4782715,524.867736816406
7/6/2017 6:00:00 AM,71,65,6,360,5,0,642.7000122,635.896911621094
5/26/2017 6:00:00 AM,56,55,6,360,6,0,293.2999878,274.576873779297
9/27/2017 3:00:00 PM,85,75,15,900,4,0,694.7000122,711.711303710938
1/17/2017 3:00:00 PM,39,38,15,900,3,0,397.125,384.578704833984
1/25/2017 5:00:00 PM,47,41,17,1020,4,0,344.5,336.229675292969
1/25/2017 8:00:00 PM,48,41,20,1200,4,0,312.9750061,315.933166503906
1/11/2017 1:00:00 AM,45,42,1,60,4,0,291.1499939,309.518371582031
8/8/2017 6:00:00 AM,66,65,6,360,3,0,646.6188354,638.225341796875
9/16/2017 9:00:00 AM,73,70,9,540,7,1,529.8052368,544.465026855469
6/26/2017 2:00:00 AM,67,57,2,120,2,0,568.2999878,547.89111328125
1/26/2017 4:00:00 PM,48,39,16,960,5,0,351.5,359.407806396484
10/26/2017 8:00:00 PM,53,44,20,1200,5,0,373.4618225,359.560333251953
4/1/2017 9:00:00 AM,40,37,9,540,7,1,501.1000061,513.143676757813
4/18/2017 1:00:00 AM,56,44,1,60,3,0,380.6000061,361.5009765625
9/14/2017 2:00:00 AM,71,69,2,120,5,0,502.8999939,478.325622558594
12/7/2017 7:00:00 AM,37,32,7,420,5,0,284.5524597,248.338195800781
1/26/2017 6:00:00 PM,45,37,18,1080,5,0,336.375,297.883972167969
10/28/2017 7:00:00 AM,56,51,7,420,7,1,279.2999878,286.440032958984
3/27/2017 10:00:00 AM,41,41,10,600,2,0,519.2999878,545.685363769531
6/23/2017 1:00:00 PM,76,73,13,780,6,0,516,472.106048583984
8/19/2017 3:00:00 PM,85,72,15,900,7,1,767.2000122,812.189208984375
9/21/2017 3:00:00 PM,80,69,15,900,5,0,534.5999756,543.4052734375
8/9/2017 5:00:00 PM,79,67,17,1020,4,0,584.2198486,574.679809570313
7/28/2017 3:00:00 AM,73,70,3,180,6,0,684.7999878,695.287536621094
4/29/2017 8:00:00 AM,69,66,8,480,7,1,443.7000122,429.555297851563
12/6/2017 5:00:00 AM,50,44,5,300,4,0,263.7053528,275.505950927734
6/24/2017 3:00:00 PM,83,66,15,900,7,1,399.2999878,403.540954589844
1/15/2017 10:00:00 AM,33,29,10,600,1,1,249.3249969,214.282333374023
